# 36551,-0.21826647,-0.058506694,0.6592081,0.8358392,0.0,2125246.0,0.0,770.0,1.0,2040.0
Postal Code 	 x 	 y 	 iseecode 	 place 	 population 	 surface 	 altitude
41250	-0.14649713	0.7782297	41129	Maslives	580	7.35	86.0
59241	-0.12022449	0.81811124	59389	Masnières	2525	11.08	65.0
59176	-0.11973524	0.82221335	59390	Masny	4571	7.28	29.0
64120	-0.19101647	0.7112381	64368	Masparraute	211	8.21	100.0
64350	-0.17909992	0.7094104	64369	Maspie-Lalonquère-Juillacq	224	10.83	221.0
47370	-0.16115558	0.7236003	47160	Masquières	126	11.39	220.0
31310	-0.16065754	0.7026318	31326	Massabrac	72	4.0	280.0
17490	-0.17197289	0.75147337	17223	Massac	187	9.16	70.0
11330	-0.14633706	0.6948946	11224	Massac	20	12.35	480.0
81500	-0.15326266	0.70914245	81159	Massac-Séran	177	8.54	219.0
81110	-0.15001638	0.70556664	81160	Massaguel	401	10.07	280.0
79150	-0.16962567	0.7713015	79168	Massais	544	21.34	90.0
81250	-0.1444929	0.71103984	81161	Massals	155	16.25	700.0
30350	-0.12425507	0.711135	30161	Massanes	137	1.68	120.0
89440	-0.11760714	0.7736962	89246	Massangis	400	41.88	190.0
9320	-0.16195431	0.6969028	9182	Massat	589	45.26	650.0
18120	-0.14190927	0.76899153	18140	Massay	1335	47.92	123.0
33690	-0.1747226	0.7260372	33276	Masseilles	119	6.8	140.0
47140	-0.1638832	0.7224382	47161	Massels	91	6.24	140.0
44290	-0.1854629	0.7864247	44092	Massérac	449	18.86	10.0
19510	-0.1520811	0.74212515	19129	Masseret	608	13.77	470.0
32140	-0.16999047	0.7078729	32242	Masseube	1391	21.55	200.0
15500	-0.13254018	0.7339406	15119	Massiac	1857	34.89	540.0
38620	-0.10295723	0.73346007	38222	Massieu	686	10.56	470.0
1600	-0.11124389	0.74266654	1238	Massieux	2120	3.21	210.0
51800	-0.10519282	0.7997052	51355	Massiges	55	8.1	135.0
16310	-0.16178165	0.7480329	16212	Massignac	401	23.98	252.0
1300	-0.1003016	0.7386685	1239	Massignieu-de-Rives	498	9.14	279.0
30140	-0.12537742	0.7111481	30162	Massillargues-Attuech	522	6.28	130.0
71250	-0.11192685	0.7529729	71287	Massilly	359	5.6	240.0
21400	-0.109732	0.77767307	21393	Massingy	150	9.5	240.0
74150	-0.09832992	0.7397607	74170	Massingy	612	12.39	530.0
21140	-0.112869516	0.7711063	21394	Massingy-lès-Semur	168	8.43	340.0
21350	-0.111009344	0.7688897	21395	Massingy-lès-Vitteaux	101	9.33	420.0
86170	-0.16574642	0.76588327	86150	Massognes	228	13.8	116.0
6710	-0.08674668	0.7055107	6082	Massoins	118	11.95	448.0
74140	-0.0924285	0.74768186	74171	Massongy	1146	9.82	430.0
47140	-0.16361904	0.72281426	47162	Massoulès	177	7.95	210.0
33790	-0.1718593	0.7319438	33277	Massugas	258	14.45	78.0
91300	-0.13428316	0.79574704	91377	Massy	37712	9.44	60.0
76270	-0.14141576	0.8138988	76415	Massy	275	11.23	140.0
71250	-0.11275259	0.7529788	71288	Massy	50	5.09	250.0
59172	-0.11870272	0.8212926	59391	Mastaing	878	6.32	40.0
1580	-0.10189233	0.7477477	1240	Matafelon-Granges	483	21.8	460.0
66210	-0.15300976	0.6901347	66105	Matemale	242	19.47	1520.0
17160	-0.17313753	0.7517227	17224	Matha	2082	19.29	40.0
10500	-0.110280305	0.785564	10228	Mathaux	190	12.55	130.0
25700	-0.08514917	0.7666593	25370	Mathay	1988	14.9	335.0
39600	-0.09913502	0.7591933	39319	Mathenay	93	3.5	244.0
14920	-0.16247988	0.8100048	14407	Mathieu	1625	9.43	41.0
52300	-0.10346946	0.7859092	52316	Mathons	52	13.45	310.0
76680	-0.14175189	0.81274205	76416	Mathonville	174	4.13	221.0
51300	-0.107057564	0.7909053	51356	Matignicourt-Goncourt	120	9.3	115.0
22550	-0.18627833	0.8031369	22143	Matignon	1537	14.75	70.0
80400	-0.12326329	0.8129369	80519	Matigny	511	7.03	74.0
51510	-0.11133478	0.79705197	51357	Matougues	644	13.72	83.0
71520	-0.11460065	0.7500621	71289	Matour	998	28.09	430.0
20270	-0.060099475	0.67445475	0	Matra	43	6.58	569.0
62310	-0.13055989	0.827301	62562	Matringhem	174	4.35	91.0
88500	-0.09123323	0.7821162	88292	Mattaincourt	911	7.0	270.0
54830	-0.08656197	0.7844897	54356	Mattexey	65	4.97	290.0
8110	-0.09908509	0.807422	8281	Matton-et-Clémency	454	18.12	197.0
67150	-0.07386989	0.782446	67285	Matzenheim	1133	7.12	159.0
84660	-0.11181349	0.7064482	84071	Maubec	1581	9.38	137.0
82500	-0.1646001	0.713635	82106	Maubec	148	12.85	160.0
38300	-0.10672379	0.73614836	38223	Maubec	1367	8.69	430.0
8260	-0.10730702	0.81199414	8282	Maubert-Fontaine	902	10.2	280.0
59600	-0.111397326	0.819794	59392	Maubeuge	33546	19.03	136.0
65700	-0.17667353	0.70977664	65304	Maubourguet	2412	22.37	178.0
91730	-0.13575105	0.79240024	91378	Mauchamps	273	3.13	150.0
76680	-0.14221364	0.81390625	76417	Maucomble	321	5.06	210.0
64160	-0.18100329	0.70860445	64370	Maucor	461	5.02	330.0
80170	-0.12608105	0.81326485	80520	Maucourt	152	3.38	91.0
60640	-0.12293115	0.8100265	60389	Maucourt	119	3.13	106.0
55400	-0.096486	0.79976094	55325	Maucourt-sur-Orne	44	6.42	235.0
95420	-0.13891336	0.80300575	95379	Maudétour-en-Vexin	177	6.73	170.0
34130	-0.1264897	0.70427847	34154	Mauguio	14847	77.03	6.0
55500	-0.10057128	0.78998655	55326	Maulan	86	4.1	281.0
86200	-0.16315483	0.769623	86151	Maulay	189	23.05	76.0
59158	-0.11680766	0.82449585	59393	Maulde	880	5.09	20.0
78580	-0.13860744	0.7995648	78380	Maule	5863	17.33	40.0
79700	-0.17471558	0.77090144	79079	Mauléon	7327	122.55	150.0
65370	-0.17157166	0.69985944	65305	Mauléon-Barousse	138	5.55	570.0
32240	-0.1775748	0.71767193	32243	Mauléon-d'Armagnac	306	35.66	120.0
64130	-0.1889984	0.7078354	64371	Mauléon-Licharre	3347	12.69	150.0
60480	-0.13326882	0.8099999	60390	Maulers	202	7.54	140.0
78550	-0.14152431	0.79798603	78381	Maulette	712	7.93	100.0
49360	-0.17431381	0.77225757	49192	Maulévrier	2830	33.71	130.0
76490	-0.14930683	0.81289023	76418	Maulévrier-Sainte-Gertrude	905	14.37	120.0
32400	-0.17745289	0.71381724	32244	Maulichères	185	6.25	180.0
44540	-0.17683454	0.7812168	44093	Maumusson	806	24.78	52.0
82120	-0.16444895	0.7155193	82107	Maumusson	46	5.14	251.0
32400	-0.17790556	0.71252984	32245	Maumusson-Laguian	165	9.39	167.0
76530	-0.14803271	0.8095461	76419	Mauny	132	10.18	119.0
32240	-0.17754836	0.71667176	32246	Maupas	212	9.88	100.0
10320	-0.11518887	0.7824399	10229	Maupas	82	4.2	135.0
77120	-0.12553693	0.795052	77281	Mauperthuis	429	1.97	120.0
50410	-0.17274675	0.8067256	50295	Maupertuis	127	5.46	100.0
50330	-0.17338666	0.8194065	50296	Maupertus-sur-Mer	270	3.46	110.0
86460	-0.16221121	0.7550734	86152	Mauprévoir	650	48.77	140.0
76440	-0.14090477	0.81228775	76420	Mauquenchy	276	12.75	160.0
31220	-0.16504107	0.70274544	31327	Mauran	119	5.34	250.0
64460	-0.17827928	0.70856506	64372	Maure	116	3.67	281.0
35330	-0.18552418	0.7903563	35168	Maure-de-Bretagne	2470	65.48	40.0
78780	-0.13596411	0.8007176	78382	Maurecourt	3493	3.7	30.0
77990	-0.13002685	0.8003998	77282	Mauregard	237	8.69	120.0
2820	-0.11513085	0.8070663	2472	Mauregny-en-Haye	420	10.6	105.0
34370	-0.13830194	0.70141906	34155	Maureilhan	1430	10.44	60.0
66480	-0.14448541	0.687087	66106	Maureillas-las-Illas	2281	42.71	128.0
31290	-0.15613306	0.7059545	31328	Mauremont	223	5.66	220.0
24140	-0.16646598	0.7338724	24259	Maurens	896	22.61	120.0
32200	-0.16526788	0.709971	32247	Maurens	208	13.04	200.0
31540	-0.15465415	0.7058571	31329	Maurens	169	6.7	240.0
81470	-0.15404825	0.70804596	81162	Maurens-Scopont	158	8.58	240.0
80360	-0.12456903	0.81651	80521	Maurepas	215	10.91	120.0
78310	-0.1382195	0.79700327	78383	Maurepas	19586	8.48	160.0
31190	-0.1595866	0.7041806	31330	Mauressac	240	4.58	220.0
30350	-0.123832785	0.70998573	30163	Mauressargues	92	5.69	150.0
31460	-0.155639	0.7070584	31331	Maureville	266	10.13	190.0
33540	-0.17339721	0.73181987	33278	Mauriac	225	10.0	80.0
15200	-0.14314936	0.73497987	15120	Mauriac	4019	28.3	700.0
40320	-0.1807455	0.7132279	40174	Mauries	63	5.47	210.0
15110	-0.1349135	0.7275719	15121	Maurines	103	14.6	960.0
59980	-0.11749217	0.8169874	59394	Maurois	378	2.11	130.0
56430	-0.18817359	0.7943591	56127	Mauron	3196	67.11	80.0
32380	-0.16560724	0.71564114	32248	Mauroux	113	10.11	170.0
46700	-0.16108567	0.7244238	46187	Mauroux	417	16.39	210.0
40270	-0.180517	0.71687883	40175	Maurrin	385	13.39	100.0
15600	-0.14621454	0.7264613	15122	Maurs	2253	31.08	280.0
51340	-0.10498995	0.79195225	51358	Maurupt-le-Montois	556	18.05	144.0
66460	-0.14637035	0.69303316	66107	Maury	850	35.08	160.0
20259	-0.0647566	0.6789322	0	Mausoléo	11	19.54	740.0
19250	-0.1447837	0.73969096	19130	Maussac	385	13.92	600.0
13520	-0.116262995	0.7048384	13058	Maussane-les-Alpilles	1968	31.64	35.0
70230	-0.09140582	0.767165	70335	Maussans	71	3.99	250.0
23190	-0.14060329	0.7473742	23127	Mautes	220	22.57	620.0
55190	-0.097274214	0.7882944	55327	Mauvages	236	21.14	299.0
31190	-0.15804642	0.7044454	31332	Mauvaisin	252	11.04	250.0
7300	-0.11314872	0.7275789	7152	Mauves	1094	7.34	120.0
61400	-0.15390757	0.7940361	61255	Mauves-sur-Huisne	677	14.53	157.0
44470	-0.18083815	0.77874863	44094	Mauves-sur-Loire	2407	14.42	40.0
32120	-0.16532893	0.7123736	32249	Mauvezin	1642	32.98	140.0
31230	-0.16574974	0.7063246	31333	Mauvezin	48	4.86	210.0
65130	-0.17470258	0.7031932	65306	Mauvezin	188	10.11	513.0
40240	-0.17700945	0.71845055	40176	Mauvezin-d'Armagnac	86	4.65	90.0
9160	-0.16595161	0.7001186	9183	Mauvezin-de-Prat	68	1.82	370.0
9230	-0.16290842	0.70041865	9184	Mauvezin-de-Sainte-Croix	48	5.33	530.0
36370	-0.15418458	0.76076466	36114	Mauvières	310	24.24	95.0
21510	-0.10897585	0.77407575	21396	Mauvilly	88	14.24	380.0
58290	-0.121181846	0.76402736	58161	Maux	148	22.74	270.0
31410	-0.1612115	0.70535946	31334	Mauzac	682	9.15	185.0
24150	-0.1628995	0.7320037	24260	Mauzac-et-Grand-Castang	868	15.93	50.0
79210	-0.17620248	0.7581529	79170	Mauzé-sur-le-Mignon	2385	24.09	15.0
79100	-0.16898356	0.7706234	79171	Mauzé-Thouarsais	1988	49.79	110.0
24260	-0.16103789	0.7339474	24261	Mauzens-et-Miremont	338	20.36	210.0
63160	-0.12864573	0.74133265	63216	Mauzun	64	1.01	600.0
41500	-0.1475173	0.7803547	41130	Maves	577	33.25	114.0
21190	-0.109954305	0.7625686	21397	Mavilly-Mandelot	154	9.82	430.0
35380	-0.18565808	0.7920464	35169	Maxent	1040	40.21	120.0
54320	-0.09012239	0.7895434	54357	Maxéville	8978	5.64	210.0
88630	-0.095900975	0.78560567	88293	Maxey-sur-Meuse	267	10.85	270.0
55140	-0.09611105	0.7871604	55328	Maxey-sur-Vaise	328	10.83	260.0
74500	-0.08871153	0.7487707	74172	Maxilly-sur-Léman	1020	4.11	450.0
21270	-0.10127573	0.76657885	21398	Maxilly-sur-Saône	301	7.95	195.0
46090	-0.15594913	0.72498053	46188	Maxou	237	12.59	220.0
57660	-0.08234848	0.79461956	57453	Maxstadt	252	7.74	280.0
77145	-0.12493963	0.80034184	77283	May-en-Multien	797	19.1	146.0
14320	-0.1629901	0.80734426	14408	May-sur-Orne	1716	3.54	48.0
24420	-0.1598387	0.73882043	24262	Mayac	306	11.71	120.0
53100	-0.16841388	0.7941404	53147	Mayenne	13724	20.23	110.0
72360	-0.16002777	0.7829142	72191	Mayet	2915	54.23	80.0
40250	-0.18478948	0.715445	40177	Maylis	330	12.31	110.0
39190	-0.10288931	0.75307995	39320	Maynal	280	8.29	290.0
2800	-0.11928098	0.8107069	2473	Mayot	176	3.56	56.0
46200	-0.15348344	0.7309859	46337	Mayrac	207	7.85	260.0
12390	-0.14506148	0.7205869	12142	Mayran	454	15.6	618.0
31110	-0.1722942	0.6979533	31335	Mayrègne	33	5.23	1200.0
7330	-0.122765124	0.7222491	7153	Mayres	258	29.69	576.0
63220	-0.12621322	0.7354378	63218	Mayres	178	12.44	800.0
38350	-0.1025685	0.7234369	38224	Mayres-Savel	107	13.88	675.0
11420	-0.15472405	0.70187134	11226	Mayreville	76	8.3	300.0
46500	-0.15067978	0.7290179	46189	Mayrinhac-Lentour	439	15.51	340.0
11220	-0.14658275	0.6973667	11227	Mayronnes	40	12.23	280.0
60660	-0.13174607	0.8046825	60391	Maysel	260	3.8	40.0
81200	-0.14731488	0.7051744	81163	Mazamet	10544	73.01	241.0
84380	-0.11150927	0.71015924	84072	Mazan	4943	38.07	150.0
7510	-0.12294967	0.7233732	7154	Mazan-l'Abbaye	163	46.33	1120.0
41100	-0.15210995	0.7825903	41131	Mazangé	838	23.9	83.0
83136	-0.10296706	0.69672596	83076	Mazaugues	511	53.7	420.0
63230	-0.1352731	0.7438489	63219	Mazaye	560	21.92	746.0
49250	-0.16728494	0.7788603	49194	Mazé	3875	33.51	25.0
23150	-0.14486596	0.7515655	23128	Mazeirat	137	7.9	431.0
88150	-0.08892674	0.78117704	88294	Mazeley	255	10.61	350.0
43230	-0.1283377	0.7322292	43131	Mazerat-Aurouze	198	16.36	600.0
17400	-0.17593324	0.75299495	17226	Mazeray	779	19.58	70.0
33210	-0.17695183	0.7280313	33279	Mazères	547	13.17	80.0
9270	-0.15674125	0.7024195	9185	Mazères	2616	44.33	240.0
65660	-0.17154008	0.7018078	65307	Mazères-de-Neste	291	3.46	427.0
64110	-0.1821183	0.70744157	64373	Mazères-Lezons	2143	3.99	187.0
31260	-0.16591312	0.7019416	31336	Mazères-sur-Salat	584	6.76	285.0
3800	-0.1304818	0.7490275	3166	Mazerier	278	7.26	400.0
8430	-0.10581401	0.80725336	8283	Mazerny	112	12.66	220.0
17800	-0.1773515	0.746862	17227	Mazerolles	217	5.15	40.0
40090	-0.18118753	0.71787184	40178	Mazerolles	566	15.98	68.0
86320	-0.15949728	0.7587063	86153	Mazerolles	763	21.4	90.0
64230	-0.18301645	0.71068954	64374	Mazerolles	749	11.87	140.0
65220	-0.17393728	0.7072293	65308	Mazerolles	101	6.38	300.0
16310	-0.16332535	0.7477402	16213	Mazerolles	311	17.48	315.0
11240	-0.15208896	0.69966686	11228	Mazerolles-du-Razès	181	8.6	250.0
25170	-0.096242584	0.7643771	25371	Mazerolles-le-Salin	171	4.21	260.0
54280	-0.087540336	0.7901509	54358	Mazerulles	260	6.44	230.0
43520	-0.12029621	0.7286336	43130	Mazet-Saint-Voy	1028	45.57	1040.0
86110	-0.16535881	0.76658124	86154	Mazeuil	254	13.74	100.0
43300	-0.12887207	0.73112935	43132	Mazeyrat-d'Allier	1228	45.88	620.0
24550	-0.16082822	0.72818434	24263	Mazeyrolles	343	30.49	220.0
16270	-0.16262779	0.74918157	16214	Mazières	93	5.85	200.0
37130	-0.1594764	0.7760725	37150	Mazières-de-Touraine	1022	34.33	90.0
79310	-0.17096859	0.7631278	79172	Mazières-en-Gâtine	874	19.19	201.0
49280	-0.17501527	0.77305657	49195	Mazières-en-Mauges	954	8.87	118.0
47210	-0.1645047	0.728816	47164	Mazières-Naresse	137	8.96	100.0
79500	-0.17041169	0.75711316	79173	Mazières-sur-Béronne	336	9.66	90.0
71250	-0.11298743	0.75138396	71290	Mazille	376	9.62	340.0
62670	-0.124724634	0.82506907	62563	Mazingarbe	7470	10.38	35.0
62120	-0.1277674	0.8278703	62564	Mazinghem	337	5.07	29.0
59360	-0.11602694	0.81635875	59395	Mazinghien	302	9.06	154.0
33390	-0.179061	0.74030995	33280	Mazion	395	3.68	30.0
3420	-0.13796361	0.75189495	3167	Mazirat	267	20.37	410.0
88500	-0.09099199	0.7828093	88295	Mazirot	234	6.6	280.0
63420	-0.13407582	0.7366544	63220	Mazoires	104	42.42	980.0
65250	-0.17346616	0.70151097	65309	Mazouau	11	1.4	631.0
11140	-0.15353201	0.69396913	11229	Mazuby	25	8.86	920.0
20212	-0.061114743	0.6748515	0	Mazzola	22	6.59	800.0
4240	-0.09278678	0.7075553	4115	Méailles	87	33.05	1040.0
15200	-0.14190777	0.73538435	15123	Méallet	173	21.9	700.0
23360	-0.1465229	0.7567048	23130	Méasnes	615	27.51	370.0
28240	-0.14945601	0.79391575	28240	Meaucé	526	11.59	205.0
38112	-0.10443035	0.72808903	38225	Méaudre	1039	33.77	1000.0
3360	-0.13608062	0.75823617	3168	Meaulne	759	20.94	180.0
80810	-0.12661323	0.8167061	80523	Méaulte	1254	10.76	50.0
50500	-0.17273208	0.8124782	50298	Méautis	642	17.08	20.0
77100	-0.12676503	0.79860204	77284	Meaux	49421	14.98	50.0
69550	-0.11592017	0.7456514	69130	Meaux-la-Montagne	163	9.17	651.0
82290	-0.15976726	0.7177195	82108	Meauzac	890	11.79	85.0
35450	-0.17643432	0.79459715	35170	Mecé	468	16.24	119.0
46150	-0.15572186	0.725723	46190	Mechmont	105	6.69	280.0
57245	-0.08828491	0.7952044	57454	Mécleuves	1011	12.9	220.0
59570	-0.113395706	0.8200165	59396	Mecquignies	584	4.67	130.0
55300	-0.097067475	0.7923233	55329	Mécrin	228	10.21	230.0
51210	-0.11997628	0.7959746	51359	Mécringes	141	10.9	130.0
78670	-0.13686621	0.80008465	78384	Médan	1393	2.93	30.0
61570	-0.15917428	0.7990849	61256	Médavy	169	4.41	174.0
63220	-0.12485299	0.73553437	63221	Medeyrolles	108	17.14	1040.0
25250	-0.087266535	0.76722324	25372	Médière	314	5.73	300.0
16210	-0.17108841	0.74000454	16215	Médillac	168	5.85	70.0
17600	-0.18162827	0.7493928	17228	Médis	2158	23.67	21.0
88140	-0.09600083	0.7815367	88296	Médonville	84	7.31	330.0
35360	-0.18496192	0.7969796	35171	Médréac	1495	35.29	90.0
53400	-0.17294897	0.7860674	53148	Mée	171	8.71	60.0
40990	-0.19012228	0.7165832	40179	Mées	1377	15.17	10.0
57220	-0.08610175	0.79808015	57455	Mégange	154	4.92	240.0
74120	-0.089821324	0.73939043	74173	Megève	4509	43.88	1100.0
74490	-0.09068379	0.7454455	74174	Mégevette	364	21.62	884.0
22270	-0.1866446	0.79927415	22145	Mégrit	645	21.2	90.0
80170	-0.1263248	0.81340516	80524	Méharicourt	538	7.18	80.0
64120	-0.19183454	0.7104138	64375	Méharin	261	12.8	106.0
41140	-0.14765532	0.7730193	41132	Méhers	257	18.4	84.0
54360	-0.08806959	0.78579104	54359	Méhoncourt	207	7.89	290.0
61410	-0.16512513	0.7970882	61257	Méhoudin	109	3.86	127.0
18500	-0.13935366	0.7683854	18141	Mehun-sur-Yèvre	7212	24.52	120.0
49700	-0.16731964	0.774879	49198	Meigné	314	13.45	70.0
49490	-0.16180862	0.7787717	49197	Meigné-le-Vicomte	322	23.16	90.0
77520	-0.12543881	0.7904912	77286	Meigneux	174	7.81	138.0
80590	-0.13569017	0.81430215	80525	Meigneux	151	4.03	190.0
87800	-0.15594067	0.74581945	87094	Meilhac	308	14.88	300.0
40400	-0.1845769	0.7183519	40180	Meilhan	998	38.82	61.0
32420	-0.16870198	0.70753735	32250	Meilhan	80	6.81	270.0
47200	-0.17328708	0.7278109	47165	Meilhan-sur-Garonne	1253	28.75	50.0
19510	-0.1504748	0.7421417	19131	Meilhards	519	45.13	470.0
63320	-0.13227588	0.7390912	63222	Meilhaud	380	4.48	460.0
35270	-0.1815825	0.79882145	35172	Meillac	1352	32.61	45.0
18200	-0.13689841	0.7616097	18142	Meillant	792	41.57	175.0
3500	-0.12925184	0.75354266	3169	Meillard	280	25.85	348.0
77320	-0.12109488	0.7947922	77287	Meilleray	398	7.83	140.0
74500	-0.087649204	0.74882746	74175	Meillerie	280	3.96	400.0
3210	-0.13065131	0.7558072	3170	Meillers	169	23.83	360.0
64510	-0.18168573	0.70716083	64376	Meillon	738	7.14	200.0
1370	-0.10434509	0.7477555	1241	Meillonnas	1204	17.88	270.0
21320	-0.11167997	0.7655515	21399	Meilly-sur-Rouvres	171	15.07	432.0
57960	-0.076147765	0.7926808	57456	Meisenthal	766	6.37	290.0
67210	-0.07466642	0.78348076	67286	Meistratzheim	1302	12.9	157.0
30430	-0.12088982	0.7142473	30164	Méjannes-le-Clap	304	38.44	304.0
30340	-0.12356181	0.71243465	30165	Méjannes-lès-Alès	905	6.61	141.0
20112	-0.06461118	0.66463053	0	Mela	40	4.65	640.0
12360	-0.13860866	0.7081746	12143	Mélagues	102	44.73	685.0
76170	-0.15239447	0.81311774	76421	Mélamare	751	6.35	125.0
49120	-0.1731434	0.7751351	49199	Melay	1420	22.94	120.0
52400	-0.095693946	0.7757465	52318	Melay	282	13.98	241.0
71340	-0.12039698	0.7491961	71291	Melay	820	36.5	290.0
70110	-0.08847365	0.76842314	70336	Mélecey	199	3.34	313.0
35520	-0.18099083	0.7952154	35173	Melesse	5164	32.74	81.0
29140	-0.20644394	0.7954373	29146	Melgven	2947	51.29	92.0
60150	-0.1257351	0.80793446	60392	Mélicocq	656	6.53	50.0
27390	-0.15374127	0.80228883	27395	Mélicourt	71	6.48	180.0
55190	-0.097828835	0.7898062	55330	Méligny-le-Grand	89	11.56	329.0
55190	-0.09815058	0.78954923	55331	Méligny-le-Petit	58	8.43	296.0
70120	-0.09580438	0.77310365	70337	Melin	80	5.71	260.0
70210	-0.092026345	0.77524865	70338	Melincourt	233	14.85	250.0
89430	-0.11571802	0.77861655	89247	Mélisey	283	22.34	214.0
70270	-0.08697829	0.7724006	70339	Mélisey	1794	21.22	328.0
12120	-0.14483477	0.7161563	12144	Meljac	155	9.54	560.0
29300	-0.2035212	0.7946839	29147	Mellac	2314	26.52	94.0
79500	-0.16987465	0.7574057	79174	Melle	3851	9.74	138.0
35420	-0.17426649	0.79866767	35174	Mellé	678	15.82	192.0
71640	-0.11056004	0.7584494	71292	Mellecey	1142	14.18	210.0
79190	-0.16842635	0.75547063	79175	Melleran	522	20.04	155.0
72320	-0.15294246	0.7876395	72193	Melleray	492	25.81	165.0
45220	-0.12875526	0.780066	45199	Melleroy	502	24.17	166.0
31440	-0.16944855	0.6978529	31337	Melles	104	46.0	719.0
76260	-0.13980256	0.818367	76422	Melleville	294	9.14	160.0
22110	-0.19925326	0.79856354	22146	Mellionnec	440	24.4	240.0
60660	-0.1318306	0.8049174	60393	Mello	368	3.37	35.0
21190	-0.11000786	0.76227164	21401	Meloisey	303	12.17	400.0
56310	-0.19793804	0.7947219	56128	Melrand	1525	40.59	60.0
67270	-0.07450436	0.78890395	67287	Melsheim	534	5.28	185.0
77000	-0.13047418	0.7917555	77288	Melun	35695	7.75	50.0
4250	-0.100201786	0.7140572	4118	Melve	114	14.22	820.0
77171	-0.12190673	0.78974056	77289	Melz-sur-Seine	339	18.49	60.0
70180	-0.09706264	0.77063626	70340	Membrey	220	11.09	220.0
41240	-0.14561322	0.78434557	41133	Membrolles	216	18.85	129.0
88600	-0.08580317	0.780471	88297	Méménil	122	9.17	365.0
67250	-0.07023971	0.7920916	67288	Memmelshoffen	317	1.82	200.0
89450	-0.119767636	0.7708412	89248	Menades	61	5.74	230.0
88700	-0.085135505	0.7839569	88298	Ménarmont	55	5.22	300.0
41500	-0.14732671	0.778523	41134	Menars	574	4.55	90.0
63560	-0.13393047	0.7492069	63223	Menat	610	20.56	420.0
55500	-0.09943254	0.78952557	55332	Menaucourt	252	6.31	240.0
62310	-0.13082021	0.82757896	62565	Mencas	81	2.04	75.0
67340	-0.074643485	0.7906831	67289	Menchhoffen	505	4.35	190.0
48000	-0.13071024	0.72075117	48095	Mende	11804	36.98	740.0
64240	-0.19373406	0.7109036	64377	Mendionde	707	21.59	160.0
64130	-0.18940958	0.70685345	64378	Menditte	187	6.54	181.0
64220	-0.1923649	0.7069408	64379	Mendive	182	42.0	280.0
56490	-0.1899326	0.7957753	56129	Ménéac	1690	69.06	160.0
84560	-0.111026086	0.70618427	84073	Ménerbes	995	30.34	220.0
76220	-0.13890472	0.8112573	76423	Ménerval	177	12.67	160.0
78200	-0.14126302	0.8008072	78385	Ménerville	191	3.47	140.0
21290	-0.106557086	0.7749276	21402	Menesble	14	5.58	370.0
80520	-0.13921201	0.820058	80527	Méneslies	310	4.02	100.0
24700	-0.17077284	0.73616725	24264	Ménesplet	1289	19.16	29.0
27850	-0.142237	0.8082163	27396	Ménesqueville	349	4.17	50.0
21430	-0.11670777	0.7649388	21403	Ménessaire	88	15.09	552.0
58410	-0.1264836	0.7712556	58162	Menestreau	118	19.44	240.0
45240	-0.14003278	0.77837515	45200	Ménestreau-en-Villette	1384	54.27	120.0
15400	-0.13991642	0.7358269	15124	Menet	580	27.53	700.0
18320	-0.13138492	0.7654392	18143	Menetou-Couture	316	29.87	195.0
18300	-0.13247353	0.77100664	18144	Menetou-Râtel	480	28.03	300.0
18510	-0.1359172	0.76941544	18145	Menetou-Salon	1661	38.16	244.0
36210	-0.14576085	0.7707606	36115	Menetou-sur-Nahon	113	6.97	90.0
18300	-0.13138495	0.7702432	18146	Ménétréol-sous-Sancerre	354	5.39	170.0
18700	-0.1374184	0.77348554	18147	Ménétréol-sur-Sauldre	271	50.2	150.0
36150	-0.14405152	0.7669237	36116	Ménétréols-sous-Vatan	124	28.14	210.0
71470	-0.10649311	0.7539228	71293	Ménetreuil	338	15.11	190.0
21150	-0.11196489	0.7718181	21404	Ménétreux-le-Pitois	426	6.65	330.0
63200	-0.13191137	0.7447735	63224	Ménétrol	1696	9.08	330.0
39210	-0.100109264	0.7564145	39321	Menétru-le-Vignoble	138	5.82	400.0
39130	-0.09790997	0.75365883	39322	Menétrux-en-Joux	47	8.88	700.0
60420	-0.1284588	0.80882967	60394	Ménévillers	77	4.95	100.0
26410	-0.106161125	0.7201663	26178	Menglon	355	36.52	640.0
79340	-0.16799392	0.761905	79176	Ménigoute	864	19.33	160.0
53200	-0.17091611	0.78527975	53150	Ménil	785	28.43	30.0
8310	-0.1080851	0.804512	8286	Ménil-Annelles	119	9.26	111.0
55260	-0.09812539	0.7920918	55333	Ménil-aux-Bois	40	6.64	290.0
88210	-0.08113213	0.7828044	88300	Ménil-de-Senones	124	7.24	490.0
88500	-0.09300624	0.78277946	88299	Ménil-en-Xaintois	125	4.27	340.0
61250	-0.15861684	0.7959628	61263	Ménil-Erreux	218	11.17	160.0
61240	-0.15697874	0.7996002	61264	Ménil-Froger	64	5.25	260.0
61210	-0.16324013	0.80122524	61265	Ménil-Gondouin	178	9.34	229.0
61210	-0.16336687	0.8025327	61267	Ménil-Hermei	155	6.58	173.0
61230	-0.15721673	0.80112827	61268	Ménil-Hubert-en-Exmes	110	10.47	200.0
61430	-0.16426468	0.80318254	61269	Ménil-Hubert-sur-Orne	360	10.8	130.0
61210	-0.16252856	0.80079114	61270	Ménil-Jean	82	7.1	200.0
55190	-0.09738038	0.7901907	55334	Ménil-la-Horgne	133	16.43	330.0
